Genes,Olaparib,Veliparib,BMN673,Rucaparib,Cisplatin,Carboplatin,Mitomycin C,SN-38,Epirubicin,Etoposide,Doxorubicin,Camptothecin,Mitoxantrone,Docetaxel,Paclitaxel,Vinorelbine,Busulfan,Chlorambucil,Melphalan,Temozolomide,5-FU,Gemcitabine,6-Mercaptopurine,Methotrexate,Hydroxyurea,NU7441,KU55933,Bleomycin,Actinomycin D,Methotrexate 5-FU,Gemcitabine  Paclitaxel
ZNF738,-0.038954154,1.032415673,0.148697509,-0.30855721,0.002859054,-1.453074591,-0.188196453,-0.484696298,-0.530096095,1.33217304,-1.275802431,-0.335150978,-0.277240052,-0.601536722,-0.001928819,-1.992388295,0.690392238,-0.351674522,-0.390956488,0.139025839,-0.278700444,-0.999840898,-0.284465397,-0.358635748,-1.843307373,-0.566225583,-0.850902005,-0.055418135,1.880804165,-0.548407396,-0.687745396
ZNF675,2.248392379,0.706552663,0.932369581,1.230666784,0.725425935,-0.680115261,0.857532489,0.036379286,-2.262268505,0.348184298,0.089976067,-0.467347286,-0.850746437,0.744561204,-2.604119271,-0.270725303,1.277328062,-1.679494621,-0.655474452,0.561895745,0.241846009,0.102183834,-3.146152018,0.167962549,1.17352178,0.580571389,-0.736048966,0.045672269,-0.136719014,0.545480973,-4.358636045
ZNF608,1.024347258,0.092328572,-0.522667881,1.922585449,0.161378534,1.072858375,-0.573199723,-1.612009169,-0.160504654,0.101051028,-0.986535811,-0.138211577,0.156278925,0.019721221,0.171897911,-0.118291279,0.985687094,0.04678561,0.084711796,0.095664647,0.476604778,0.252435964,0.716973358,0.039987067,0.041517615,0.252539043,1.755724173,-0.627076329,-1.905991593,-1.879870609,0.238121879
ZNF516,-0.285904328,0.061300012,0.39519391,-0.187096236,0.500461709,0.026169053,-0.015666357,-0.108751922,-0.15756945,-0.011455488,-0.07506644,-0.100177608,-0.054110988,0.405588974,-0.229590352,-0.693185508,-0.218546847,0.032291793,0.009836681,0.056549542,-0.145150255,-0.009727342,0.055536243,-0.001202506,0.160068228,-0.070067808,0.153888688,-0.279734363,-0.124589072,-0.051743633,-0.271290755
ZNF486,1.252089211,0.010652946,-0.693804397,-0.029562922,-0.068876983,-0.738773376,-0.287216759,-0.317133743,0.365209224,0.866931548,-0.545591817,-0.772951743,-0.857840102,0.970737632,-2.296040935,-0.194690487,-1.372748761,-0.282577772,-0.532360662,0.414256013,-0.586853401,-0.161548419,2.584304759,-0.230041267,1.419524375,-1.453775975,3.063360451,-0.330615366,-0.106726512,0.361458702,-3.726701553
ZNF474,-0.240770283,-0.169370898,-0.060424209,-0.173392747,-0.068224745,-0.152249456,-0.361288493,-0.251890252,0.415939456,-0.034434853,-0.161228931,0.373299093,0.412191009,0.16979573,0.175150886,-0.1656649,-0.500773862,-0.122526064,-0.243800537,-0.225472961,-0.330905465,-0.15493561,-0.029758991,-0.050134131,-0.095474336,-0.037375916,-0.386234903,-0.186182319,-1.211665879,-0.611094358,0.652401027
ZNF431,-0.308942528,-1.085360716,1.235837757,0.525928102,1.209022663,0.056904032,-0.088323816,-0.03344225,0.002515685,-0.390895177,-0.011722853,-0.040878891,-0.193031583,0.106929334,0.378137007,0.083727977,-0.645417683,-0.293189583,-0.030991492,0.361115378,1.572414578,3.530163168,0.874642318,0.176742293,0.587482459,-0.991355774,0.649529426,3.062559415,0.099199646,3.615170292,-0.623052083
ZNF43,5.069842787,3.59751049,-2.64378103,2.859917646,-3.294200928,3.52404662,3.203989323,-0.231765214,-0.037648842,1.233900049,-2.480459191,0.424474339,-0.077144141,-0.866003069,-4.088238822,3.626896554,3.471688336,4.091092243,1.820208846,0.009442776,2.00588087,-0.988877963,2.801015119,1.134258152,0.14852034,6.321250309,3.398300896,2.105260839,5.294426479,1.511310764,-6.169403481
ZNF407,1.380197134,2.121664604,0.036770033,-0.306181101,-0.222558732,0.444204817,-0.223448148,0.011390275,0.127115212,0.017554323,0.002823726,0.205526619,-0.170315637,1.411108651,0.274211532,-1.799006142,-0.305048431,0.037311169,0.643592632,1.56587093,-0.079122845,0.09347179,2.56197671,0.057921145,-1.309212275,0.064896862,0.133422633,0.014603453,-0.535072007,0.077591918,1.430065197
ZNF395,0.171871001,0.105052199,0.256412804,0.388816825,0.348450243,5.540170548,0.415292306,0.100770715,-0.713500147,0.013926718,-0.436611203,-0.151727146,-1.130989416,-0.501973958,-0.053470607,-4.11021072,0.024551001,2.734962103,0.595099837,1.388227825,0.299016262,0.667573301,-1.14615237,0.073184301,-0.43410344,3.835601192,3.957071428,0.074284524,0.224819744,-0.258739539,0.915544328
ZNF259,0.213811506,-0.369165986,0.069698334,0.186058824,0.120313187,3.311492468,-0.532086275,0.181198205,2.459902997,0.130814479,0.237061715,0.175455813,0.240936502,0.043837884,0.119680477,1.120138161,0.072342484,1.575884078,0.856111537,-0.410802944,-0.528760409,0.207968385,0.275813209,0.012259558,0.983679736,0.663483867,-0.039536506,0.051170983,0.322771277,2.039386036,2.346373717
ZNF236,-0.033985167,0.693603795,0.336910108,0.305545136,0.341072378,-0.426117683,0.159503267,0.108014446,-1.326251009,0.041370754,-0.014246828,-0.529487268,-1.32337326,-0.410423715,-2.033312586,0.694240556,0.822037333,-1.193835114,-0.388920655,-0.214224182,-0.46021903,0.008765106,-1.827297241,-0.480432574,0.670289763,-1.876707823,0.335331436,0.092370541,-0.076688159,-4.45364277,-2.819162976
ZNF182,0.812570539,0.446335735,1.515323775,0.159921437,0.102806227,1.239934713,1.806407697,1.938517729,0.037251751,-0.582723774,1.61927636,1.011007061,0.57839786,1.378699432,3.161536924,1.035448376,1.147419598,0.921242397,0.89771199,1.077075228,-0.734433964,0.486947539,0.190975965,1.26097965,0.204239097,1.298213106,0.841304527,1.679663814,1.742225972,4.181842526,2.448048712
ZNF12,0.491814074,-0.810258236,0.37000798,0.374556355,0.436769642,0.641763098,0.398369543,-0.288173473,-0.080133169,-0.282213405,-0.168552995,-0.041041285,-0.426612443,-0.316525919,-1.517143142,-5.028095542,0.39054206,1.485645991,-0.28643787,0.640543791,-0.34000856,-0.283538792,1.442501074,-0.327884488,1.272470429,-0.05256892,1.808607574,-0.266165304,0.482764743,0.234827808,-4.848051742
ZNF100,-1.163434947,-0.407670329,-1.488214743,0.025525815,-0.800936267,-0.354423651,0.273646633,0.030683185,-0.125521109,0.0286884,0.043411105,-0.335124695,-0.117917311,-3.400910554,-0.892589042,-0.425837814,-0.447702936,-0.55138625,-0.115899623,-0.390278241,0.372311792,-3.934773668,0.253305108,1.655438096,0.028371455,0.501429683,1.100899921,-2.431733081,0.221993201,2.60591946,-3.904897048
ZFYVE16,-1.39890017,-1.807493133,0.161976662,0.31489453,0.838990392,0.837954356,1.312582469,0.029812673,0.983160302,-0.028047435,0.027447063,0.155366967,2.324230978,0.05632619,4.13809607,1.799053121,1.14964031,-1.186693281,-0.628070264,0.005088166,0.786298325,1.374282993,-1.484625803,0.412080729,0.344523155,-1.538085946,1.551100595,1.226876711,-0.026335248,-1.404957461,2.745837099
ZFP106,-0.337956807,0.582355287,-0.48309882,0.392911633,1.441979801,-0.095283062,0.578710463,-0.508569094,-0.041811844,-0.370465719,-1.149552541,-0.059221331,-0.202621337,0.178017546,-0.973462991,-0.04422849,-1.256992284,0.422545821,0.730896866,-0.244566383,0.992689906,2.730504447,-0.64370486,0.465636238,-0.198795147,0.833386184,-0.052394807,-0.617412375,-0.728516677,1.364881202,1.350125002
ZBED1,-0.641642502,0.248847637,-0.291436128,0.031021639,0.160461303,1.146192519,-0.056954801,-0.026590632,0.019364843,-0.076609849,0.169757653,-0.486998662,0.146955882,0.483378008,0.000967268,1.608142528,-0.124676395,-0.365210831,0.112930054,0.503373004,0.060600003,-0.396580985,0.469592369,0.05406557,0.4573402,-0.619982915,-1.915700621,0.091014114,0.542596242,0.427797048,0.70433085
ZADH2,-1.862812412,0.211450063,-2.187307251,-0.143860191,-1.873474523,1.595984116,-1.120103416,-1.581477277,-3.677770304,-2.361641804,-3.485643932,-1.152416644,-3.108478754,0.305701066,-4.42130197,-0.102403502,0.222820229,4.407336089,-0.113326876,1.225467996,0.265655607,0.231831743,-2.812229883,-0.131825646,-0.163123516,5.894175552,1.697926547,-2.445037876,-0.139783848,-0.216691426,-3.987811116
YTHDC2,0.500425445,1.393230052,-1.678096628,1.44475053,-3.50505674,0.023485768,-4.220568043,0.343985268,0.51004146,-0.108512803,-0.066802658,-0.31103549,0.017779185,0.785228879,-0.780886984,3.830504003,-0.344881604,-0.480885913,-0.602126171,-0.782330036,2.016239244,-3.035861417,0.150980396,-0.015963389,0.83288462,-0.625852049,-0.745812561,1.848048851,1.504216305,-0.237968194,2.091159133
XRCC6,-0.263953522,-0.565407742,-0.970839668,-2.833684105,-1.691714061,-1.228779248,-1.21893972,-0.382717641,-0.316318576,-0.301280596,-0.233028292,-0.24125749,-0.207891626,-1.914702915,-0.663605483,-1.50259363,-1.876227138,-1.067576657,-0.119888849,-1.520373622,1.079173052,1.877711147,-0.709895045,1.620275516,0.31255234,-1.018318103,0.00547591,-0.016494543,-0.500662613,0.87071736,0.714973388
XRCC5,0.317737202,-0.251961859,0.655037132,-0.025082904,0.126882647,1.068973461,-0.140295768,0.564954868,0.098958915,-0.484700535,0.074886889,0.057127123,0.070018618,-0.061244354,-0.050676618,2.143298695,-1.885902267,-0.122912676,-0.074236525,1.702820534,4.102588168,0.917816078,0.377913036,0.443471701,0.02819803,0.173201663,-0.937479012,0.374017855,-2.273333662,0.567719364,-0.290935731
XRCC4,0.083326756,-0.312386981,-0.268108197,-0.67190701,-0.605018338,0.760063774,-0.948828088,-0.260986612,0.036925138,-0.237102755,-0.689800956,0.182610341,-0.077272284,0.032271471,-0.263998385,-1.876453996,-0.033219256,0.17441212,0.117056712,0.197220368,0.120911819,0.541717997,0.039897732,0.302067317,0.251809019,0.456929205,0.458322567,0.003404329,1.471795504,0.184911544,-1.846751626
XRCC3,-0.081337399,0.458808461,0.011091134,-0.082057553,0.265891219,1.432018006,0.444108628,0.015530783,-0.174408114,0.005827741,0.026384264,0.363589318,-0.273606403,-0.025574185,-3.071983292,0.648312827,-0.479367247,-0.218855059,0.398683584,1.511584524,-0.533336579,-0.048963398,-0.577938233,-0.115451813,0.764898222,-0.296380844,-0.113302855,0.301128164,0.012590112,-1.990753186,-0.547146417
XRCC2,-0.405940626,-0.68221994,-0.326384361,-0.260379916,-0.185403338,0.252971867,-0.430931145,-0.040579786,-0.084619042,-0.081019141,0.019087598,0.009728323,-0.090244088,-0.055596126,-4.591326555,1.013064641,0.819900848,0.56657363,0.126654018,0.563789968,-0.04086503,0.294986939,0.633643431,0.116263134,0.65187663,0.126935014,0.547297724,-0.611230826,0.049055526,-2.960909161,0.586439378
XPC,3.249927037,2.594137146,0.030139044,0.145685264,0.454377481,2.850559143,-0.474184962,0.766330745,0.325185361,1.078963328,1.049023715,0.493641691,0.012293026,0.891400373,-1.545484955,4.254792683,0.444847215,3.127462527,1.099647209,3.486307732,2.373137868,0.887512808,4.282153914,0.9173363,3.999517658,2.013075018,2.80286886,0.221865964,0.967521962,0.027931079,-0.206485364
XPA,-1.619216701,1.220067568,-3.511167449,0.617281806,-4.252908129,-1.59893607,-2.337557934,0.44044968,0.012111827,-0.288357589,-0.083308844,0.105130275,0.043097278,3.878238108,3.287571538,1.977204608,2.980762197,-2.928580802,-1.707913851,0.325604442,0.636264763,3.33961659,-2.036757738,1.580697473,-0.521408803,-1.428385416,1.155842948,4.46509194,-2.045456718,1.607015464,1.837764146
XAB2,-0.320772388,-0.730314795,-0.927129799,-4.087239533,-0.728837496,0.065029231,-2.64652152,0.150108703,0.097714924,-0.338081389,0.351667815,-0.097138492,0.173511377,0.095427526,-0.158006476,-0.358107244,-4.038678893,-0.150534195,-0.087044388,-0.417925165,4.804606057,-1.784699512,0.582650789,-2.517844059,-0.872729701,1.109209062,-0.854014698,-3.720278517,-1.334977221,-3.27943963,-0.036867444
WWOX,3.50831518,1.88244834,0.704789598,0.368308374,0.724511104,1.87941682,0.392647468,0.422557066,0.160566914,0.439066596,0.673853581,0.210519181,0.192040917,1.791276559,0.929508898,3.119107689,0.483838974,0.377234366,0.660691617,0.650744047,0.367644885,0.493155077,1.481601173,0.452854214,0.971733993,-0.265237258,-2.54032451,0.673397356,0.467260485,0.866205879,3.068216318
WRN,0.24395682,-0.845095758,-0.250458877,-1.501699499,0.60122043,-0.381291429,-0.425171672,0.703989134,0.179817137,0.850977736,0.695378595,0.219691458,0.170285053,0.945876075,1.956944774,0.325652038,0.856504879,-0.47930129,0.180984441,-0.812906742,1.303352609,1.827869044,-0.563581397,-0.137294283,-0.84332768,0.167709977,-0.754191445,0.512747186,0.566165602,0.122641983,0.446896277
WNK1,-0.246965946,-0.621447715,-0.501239962,0.10174329,-0.178421036,-0.937907382,-0.19384565,-0.243166256,-1.652916615,-0.238646416,-0.505333415,-0.472701266,-0.893228427,0.451253578,-0.454023179,-0.228319311,-0.643886298,0.000351177,-0.33757525,-0.607396644,-0.678022399,-0.89244016,-0.704306946,-0.615813985,-0.03160619,-0.056299327,0.144013294,-0.256036455,1.321059757,-0.026085422,-0.469821063
WDR41,2.133358287,0.312462553,1.678126584,-0.586971274,-1.667339706,0.390738204,-1.519863362,-0.001568506,-0.606709531,-0.099905841,-0.392451941,-0.712331424,-1.106279274,-0.13857427,0.024053363,1.850465153,-1.911987774,0.302145876,-0.360461,0.110533438,-1.538483098,-1.985715541,0.367637199,-1.544369579,1.301833055,-2.939442323,-2.375224296,-0.957679765,1.011021868,0.219785378,-1.027025883
WDR36,1.9081554,1.502128259,0.00515444,-0.069537263,0.707423835,1.302194381,0.375987791,-0.083815021,0.849362631,0.366760032,0.104867724,0.056271002,0.243537657,-1.16105254,0.973745344,-1.554628816,-0.150980562,1.397137426,0.408548738,-0.376235042,0.595214172,1.338107544,1.380292527,0.848196899,-1.277454061,1.784777127,0.701116813,0.060906219,-1.62618061,-0.083967038,0.506974344
VPS39,0.63000955,0.872374949,0.49017551,-0.908245084,1.124647615,1.10459009,-0.830060895,0.771018267,0.980245068,1.431436658,1.464490151,0.010031269,0.450710995,0.024594313,0.744614191,1.047667753,0.209059171,1.075547412,0.658907979,0.224209274,1.736263335,1.151705526,0.292636697,1.559647953,0.000961657,1.012642395,0.14322402,-0.669324852,0.389948446,1.159256785,1.511680504
VPS26B,-0.639341868,-0.392745733,-0.721403294,-1.203597045,-0.055236571,-0.371518268,-1.449329463,-0.572266356,-0.18814739,-1.489635966,-1.069081662,-0.140167803,-0.167925378,-0.04634703,-0.518455109,-0.171932252,-1.147244487,-0.373970758,-0.194456617,-1.158955915,-0.634167603,-2.611850711,-0.743604162,-0.009644791,-0.799842583,-0.040199189,-1.255194682,-0.36227158,-0.028562567,1.495059059,-0.887999623
VPS11,-0.211773296,0.09915606,0.098321297,0.051885661,1.206357326,0.139771341,0.042828282,0.467316052,0.062250354,0.406731452,0.787696357,0.043388437,-0.120325556,-0.005463018,-0.247223028,0.400866131,0.164662955,-0.074210499,0.046068295,0.002562622,0.407928838,0.003706278,-0.532890924,-0.518535892,-0.402700422,0.01477339,-0.416766981,-0.271978865,0.104417815,-0.091018652,-0.153756413
VDAC3,2.276388265,0.093604303,-1.880103099,-0.908703464,0.741802955,-0.169697569,-1.656943612,-0.869633203,-2.392352103,-2.812836905,-2.75423507,-0.502929304,-0.278013432,2.279523908,-1.60591759,-0.047158427,-0.379464037,0.632131871,-0.158876161,-0.689584958,-0.126140157,-0.095492444,0.43635357,-0.109677017,-0.205695184,0.894132512,0.458005489,-1.366696737,-2.47775937,1.79719713,5.406455481
UTP15,0.307918146,-1.894199962,1.634234571,-2.151910057,0.183206128,-1.317944265,1.60339543,0.096010307,1.055724081,-0.20440448,2.382546368,0.402580401,1.427718863,-3.302385947,0.909958028,-3.63301303,1.550049027,0.025374378,0.753954695,-3.321951396,0.684341651,3.320220366,-1.152669419,1.917679466,-4.962275828,1.348930621,-2.262245266,1.632998744,-1.810195995,-0.741398594,1.345817742
USP47,-0.304665024,0.114983236,-0.103088083,-0.157166865,-0.337351647,-0.324536647,-0.776493242,-0.280128644,-0.714488373,-0.556549972,-0.547342631,-0.064397088,-0.368556249,0.533462737,0.473415505,-0.639355884,-0.716437368,-0.382742737,-0.013687487,-0.47200181,0.050991832,-0.639681411,0.162335759,0.030349859,-0.388970991,0.986863026,0.571397612,-0.320201773,-0.25194596,1.331509064,0.021640715
USP25,1.711087297,2.421685757,1.670882979,1.391797426,2.657038672,4.177600614,1.087367953,0.612762047,-0.088024919,1.467203235,1.313623512,0.556066872,0.564643191,0.173550758,0.082402135,2.659214268,0.889550476,3.990130974,1.261720132,1.009164742,-0.099304527,-1.713191406,1.370996224,-0.308902721,-0.04467001,2.510066237,1.360680038,0.672618835,-0.248290417,-1.980539371,2.762819572
USP1,-2.383795871,1.698035064,-1.069498207,2.60784107,-7.946622195,-2.93272626,-6.739883894,0.027692032,3.652125549,5.451368207,8.03384514,-0.463210215,2.81048986,0.025408483,4.35808853,3.353696966,5.891829305,-5.747832038,-3.578885667,0.144304796,4.62178272,7.379807382,0.146840128,5.63463034,0.211804719,1.06469717,-5.0238414,-4.43725268,4.264954075,0.630653425,-0.054309331
UPF3A,3.074408517,-0.020444701,1.531598273,2.219980278,-1.657541986,3.199998901,-0.1642112,-0.443091409,-2.584249375,-2.885687823,-3.803893808,1.826549065,-0.15857806,2.072014099,-4.582843986,3.192033101,-0.075214935,4.179680245,2.334033359,-0.718889559,0.425674433,5.099642382,4.990440471,-0.261745775,-3.483438388,5.852926727,5.436792313,-1.754006981,0.205838802,-0.006180872,4.146883894
UNG,-1.441290061,-1.457522057,-0.239853746,-0.017152799,-0.007684165,-1.674039393,-0.264539551,-0.065301865,-0.942854399,-0.196389414,-0.086990115,-0.235946566,-0.550263248,1.051007543,0.302658906,-1.180974562,-0.014015432,-1.225271986,-0.09625663,0.031373164,-0.042124219,-0.000507709,-0.744495492,0.92453777,-1.202089315,-1.235676522,-2.536299885,-0.050530139,-0.047736645,1.726495882,0.122735429
UGCGL2,1.195716113,-1.810753497,3.205641206,-0.321208092,3.155980053,1.203598547,2.377167978,-1.47457151,-0.278459364,1.225732516,-0.535647359,-0.186562352,-0.930803276,4.149635422,-7.691784346,2.497381767,1.819097209,0.388431811,0.753743932,1.300830142,-0.53634213,5.040699738,-1.75295359,-0.781479843,1.001163134,0.118602972,2.431161521,-0.326323709,0.431128864,-6.645692297,8.972903737
UBR7,4.108347974,2.728977533,-2.26037571,0.249085188,-1.428175873,2.563944269,-2.560488396,-1.867838192,-2.365618251,-3.565205709,-4.583918192,0.625092197,-1.348953739,1.461040853,-2.510862824,0.11897708,1.401832304,5.378367243,2.628650046,-0.842849931,-1.904895063,3.831701092,0.315825031,-0.948670306,-2.077587115,1.691198041,2.553907877,-2.067653563,1.369586507,-0.048888872,-2.773585753
UBE3A,0.351748695,0.564761919,-0.286292974,-0.218989293,-0.204556814,-0.044539826,-0.217008947,0.422856274,0.660041451,0.55150585,0.595582638,0.188352942,0.262564645,0.115741263,2.63186326,2.013382204,-0.276779044,-0.19613636,-0.020218011,0.514467203,-0.27699949,-0.318581458,0.613681438,-0.304387696,0.999145435,-0.0719229,-0.888666455,-0.301483521,0.668027551,-1.655050942,-0.548437594
UBE2V2,3.605525198,1.315494722,-0.200534075,-0.035128256,-3.171320922,2.558496104,-1.333024152,-0.217041117,1.911574471,-0.848480997,1.340483505,1.606882416,1.766868397,0.460464714,8.668886717,-0.035923384,-1.124907313,3.830303816,2.462310455,-0.335595094,-0.635387807,0.416362299,0.711848167,-0.093012613,-0.686602745,3.417850233,1.161357594,-0.597589795,-2.881187054,-5.902233943,9.363120242
UBE2N,-0.84555315,-0.521757661,-1.667895724,-0.881629726,-2.445663973,-0.344638368,-1.370035649,-0.576264761,-0.04746438,-0.06035241,-0.415243139,-0.189613591,-0.205383137,-0.152652164,-2.330677075,2.07576648,-0.813859993,0.256915303,-0.188067273,0.020215005,-0.001745688,-0.392351203,-1.606145354,-0.365093948,0.006703309,-0.496098598,-1.672599088,-0.545807789,-3.038892989,-0.911872014,-1.906396032
UBE2B,-3.279331746,-1.04409524,0.878297222,0.136003415,1.045338407,2.150366591,7.64E-05,0.172731999,5.785187825,1.504622642,0.727464476,-0.235555804,3.760383508,0.076000185,0.272995408,3.246563175,0.235606393,4.033888478,-0.128084565,-0.368107114,-2.322810569,0.470214324,-3.507789927,0.026590025,-0.328169625,6.024708486,-0.803745972,1.453499406,0.250878121,0.035387851,3.300964822
UBE2A,2.040634874,0.342162738,-1.705540417,-2.105673797,-1.182121684,1.922977417,-1.405570087,-0.945927211,-0.195256019,0.309573564,-1.523351521,0.003166931,-0.295662795,0.177363791,-0.852078627,-0.423859859,-0.620193157,-0.805616828,0.010067479,1.712735009,-0.97650755,-1.888341144,1.596612461,-0.786101048,1.712849158,0.669569453,1.142572703,0.208107129,-2.84487744,-1.444955152,-1.694871015
UBB,0.4288041,2.176453627,-0.166301496,-0.541484232,-0.299696067,-0.457316281,-0.117522335,-0.075110396,0.490278489,-0.125911456,-0.178745828,0.471949821,0.332921531,0.286553371,-0.351770767,2.638225031,-0.627593154,-0.258693528,-0.292957022,2.537893472,0.026672486,-0.31077858,1.667226665,-0.087719792,2.394490206,0.095147961,1.248316812,-0.096071623,-0.755099104,0.076577433,0.259872999
UBAP1,2.270647225,1.988485968,2.883618511,1.559291809,3.035024173,2.996737106,2.157553373,0.634172555,0.704165025,0.914735982,0.740346333,0.494464527,-0.021975147,0.309163895,6.041748963,1.819388388,2.386307277,2.600813511,0.953640232,0.738079344,0.634709335,1.666787536,-0.36591862,-0.11652491,-3.653200133,-0.663817388,2.117353448,0.336278213,1.047271058,-3.52159186,5.875514516
TXNL4A,-0.557265309,-2.10653714,0.459950894,-0.384354913,-0.365820502,-1.201480802,0.341867467,0.063421422,-0.11201982,0.248791488,0.645717201,0.931239982,1.485499718,-5.795341529,2.130033045,-2.955963464,-0.667247893,0.360296724,0.568708412,-2.553099262,0.654354107,0.005515821,0.969074972,0.901380984,-2.079574409,0.866221971,-2.440721127,0.13452587,-0.641331322,-0.388773593,-2.336388326
TUBGCP5,0.962867765,1.744146551,-0.158292917,1.374115775,1.055989395,1.389234894,2.739441718,-1.015745671,-1.410685811,-1.715031716,-2.177688907,-0.358590928,0.106588728,1.191053262,-1.589635247,0.841670829,1.357041953,-0.302296003,0.668251637,2.736295107,-0.217829026,1.542873055,-2.363763254,-0.107752797,2.219535411,-2.428051364,1.298149213,-0.933986902,1.301126463,1.286813301,-4.895971085
TTC19,-1.116845141,-0.14526554,-4.122288064,-1.844828539,0.490455501,1.238395561,-0.47280688,0.079857527,0.069334099,-0.843314152,-0.262975718,0.166283789,0.207353614,0.080568047,-2.385282443,0.248682342,0.255914992,-0.222620736,-0.169070244,-0.017436688,0.198900835,4.395745514,-1.482596058,1.019710177,-0.839112129,3.563583047,2.492707873,-1.052717299,-2.016120566,0.566372676,4.562691832
TSLP,-1.202219343,-4.335507135,-1.557103176,-0.445229276,-0.419066418,-3.717331473,-0.64077803,-0.194832194,-2.701478915,-0.305648327,-0.02370615,-1.572897913,-2.412141889,-0.11845825,-2.054259475,-7.294166132,-1.916138572,-2.975021022,-1.371521786,0.976581953,-0.159551662,-0.541004731,-1.248417609,-0.146853766,1.484570571,-3.483984404,-5.242602896,-0.967835798,-0.089398149,-0.001093001,-4.47070295
TSHZ1,0.359574237,0.446014892,-0.854614996,-1.351173034,0.029552544,0.031551606,-1.740817911,-0.128595816,0.027912342,-0.237474019,0.088869435,-0.513045507,0.157718328,0.461401708,0.191501895,0.370565982,0.597491819,0.116717644,0.289591297,0.143120598,-0.8715542,-0.546293364,0.043653778,-0.960580985,1.034862711,-0.742239423,0.286133399,-0.081733471,0.191445855,-0.897873177,-0.649248945
TRIM36,-0.317886543,-0.00239036,-0.26759359,0.664313276,2.861524235,-0.955371325,-0.722327082,0.024350534,-0.253706433,-0.320957286,0.02996535,-0.07246943,-0.209928482,-0.280605473,0.242705489,0.339707499,-0.178217323,-0.033078646,-0.070899236,-0.290851623,-0.768679435,-2.307209772,-0.024084825,-0.595064125,-0.128205261,-1.202609228,-0.533810851,-0.031382941,0.154033688,-0.543610802,-0.626480384
TRIM16,0.799899063,0.360134779,-0.051997547,0.346531473,1.869235958,-0.168635348,0.397763247,-0.065329916,-0.399047763,-1.63441382,-1.218145437,-0.026142935,-0.49001913,2.811279545,-2.957192705,1.056767528,0.587129761,0.377157466,-0.250294874,1.331999127,0.285544614,-0.876146953,0.407233101,0.211538025,0.294128474,-1.801518989,0.25392395,-0.648227249,3.822584576,1.493948114,1.69864591
TREX1,0.057739318,2.771954656,-0.069907962,0.216180647,-0.115754405,1.614293511,0.618003226,0.009465605,0.287533239,0.090236744,0.092644664,0.013466898,0.128019053,0.047826841,4.169379564,2.779563139,0.837064899,0.312024764,-0.409962617,2.693130855,-0.172585439,-1.407801124,3.155643699,-0.104392871,1.531483859,-1.202979757,2.077893219,0.639217262,-0.026548743,-0.269701556,-0.020538008
TRAPPC1,1.067640392,1.282156006,-0.085190116,-1.719369772,-2.026304784,2.060010858,0.435108852,1.036670943,2.88115259,2.152654128,1.416915346,0.714677681,0.698722714,-0.403812873,4.423072854,1.882115416,0.459280691,-0.507290916,-0.39114017,1.602917932,1.016318188,-1.215511708,1.65680772,0.577100918,1.160110029,2.597190563,0.800608432,1.146839931,-0.059525546,0.512561899,1.686787246
TPTE,0.850303738,1.269015334,-0.376149514,-1.963324195,-1.868051283,-1.489603624,-0.613799207,0.439659106,0.046207636,-1.65962947,-0.140062302,0.074631062,0.130873035,-1.405950043,1.476995874,3.176097916,-0.253807364,-1.079065558,-0.014137832,1.38309325,0.166310328,1.983192473,-0.175068001,0.669665797,0.675061965,0.072098225,-3.128903186,-0.947156303,-1.812510077,-0.299646725,4.253273027
TPT1,0.068095797,0.021774886,-0.558441615,-0.731038401,0.7814503,1.298269242,0.652569039,1.157157806,3.075460971,0.445284164,0.464073577,2.444266884,1.960967594,0.843803525,0.162194043,3.603030421,0.928538573,2.206806774,1.543729269,0.375764958,2.99051065,1.163896029,4.01132283,0.141484037,1.639125448,2.364782123,0.423396009,0.92975292,0.96562155,-1.923369582,1.170959208
TP53BP1,3.890404008,0.80334763,3.261190591,3.238426832,4.341474238,1.236367008,3.511154738,0.057172801,-3.252127099,2.950551099,2.207369729,0.941761997,0.145275967,-2.045959829,5.793910551,-0.370242223,1.749598538,5.145810243,5.003812146,-0.590533889,0.25949825,4.435087473,1.812485829,0.280394194,-1.152075238,3.409142621,-0.075405532,2.243384832,3.460912576,-1.045053449,5.576741301
TP53,-0.376422874,0.336735143,2.435498131,2.063412841,2.853435953,0.108121276,2.79665556,0.544575698,-0.373785822,0.201193881,0.663475066,-0.372471558,-0.380239226,-0.122582751,-0.047729293,1.327898909,0.702043221,0.710657721,-0.463089469,0.483489919,-1.374614648,-0.967108996,0.214319718,-0.718785386,0.275223003,0.059507138,0.106477062,2.674551485,3.186773231,-0.409776915,-0.213808023
TOPBP1,-3.103145521,-2.825031874,-0.919210681,-1.460210198,-0.906151119,-2.331511539,-0.644529386,0.003685302,0.004347296,-0.500820302,-0.124061183,-0.049894677,0.235807988,-1.8413423,1.431377112,-0.07102788,-0.604282166,-1.973963708,-0.14785766,-0.283451188,0.508187074,-0.404340674,-1.717390872,0.991566082,0.268144688,-0.954544245,-3.546817269,-0.036440872,0.086566472,0.982372679,-0.458810317
