Genes,Olaparib,Veliparib,BMN673,Rucaparib,Cisplatin,Carboplatin,Mitomycin C,SN-38,Epirubicin,Etoposide,Doxorubicin,Camptothecin,Mitoxantrone,Docetaxel,Paclitaxel,Vinorelbine,Busulfan,Chlorambucil,Melphalan,Temozolomide,5-FU,Gemcitabine,6-Mercaptopurine,Methotrexate,Hydroxyurea,NU7441,KU55933,Bleomycin,Actinomycin D,Methotrexate 5-FU,Gemcitabine  Paclitaxel
CUL4A,-1.19552103,-0.714288984,-1.944511334,-3.731393975,-2.082576509,-1.005196928,-1.244017067,1.35575391,-0.128360604,-0.542719049,1.200069362,0.004185739,-0.127707784,0.061625526,2.400361443,0.177480544,-2.863855419,-1.227859183,-0.196486398,0.172632267,2.068197879,-2.661233066,-0.31202586,0.436510925,-0.109470977,-2.179409969,-1.854825768,0.455950691,0.666878203,0.153820851,-2.301821987
CTSB,0.018787462,-1.278236138,0.226293946,-0.520777536,0.228561743,-0.694720693,-1.677885162,-0.644725963,-2.150567669,-0.734817005,-0.715708173,-0.242367754,-0.036912783,0.100396905,-1.427181091,1.857610892,0.123561632,-0.504696869,0.080320272,-0.06140557,-1.119955578,-0.947021681,0.911462525,-0.680638536,0.147037884,-1.948039904,1.050134156,-0.704374335,-0.769375741,-0.372782788,-1.285579028
CTNS,0.038351212,0.057282364,-0.518835803,-1.696065266,-1.214729468,0.136947097,-1.365476128,-0.280337842,-0.068599828,-1.180385923,-0.804637572,0.124828887,0.100875944,0.275801618,0.830314708,-0.869178783,-1.802222551,-0.271093271,0.24621835,-0.95408883,-2.626352648,0.00384018,-0.763449305,-2.491099563,-0.866848548,0.016122493,-0.699031666,-0.158810446,-2.781754092,-0.104717564,1.06290433
CSNK2A1,-0.158071509,-2.31610009,-1.475035719,-1.273824429,-2.854597881,-2.400697415,-3.148571739,-1.030587608,1.853925802,-1.367000728,3.10257215,-0.006542175,-0.101860866,2.379483375,1.304073474,2.00101155,0.050568994,-1.241649849,-0.172024306,-0.440640995,-1.345583256,-2.552988143,-1.418739143,-1.903403594,0.362975875,-0.243298775,-0.601815918,-2.812529393,-1.043271706,0.066859846,5.277324791
CSNK1G3,-2.666892022,-0.939631374,-0.515184107,-1.699709783,-0.755649629,1.564981696,-0.823825659,0.313618373,-0.556029099,-0.655661153,-0.413734236,-0.074039648,-0.100578725,0.07061677,0.386844482,-0.501911939,0.606437836,-1.552457172,-0.278219269,0.347932848,0.040090737,0.010911914,-0.582415875,0.123122771,0.160150194,0.415655555,0.222395826,-0.799860353,-0.736993523,0.499890721,1.404802602
CSMD1,0.204992027,1.583047584,-0.154023801,5.325605337,-6.510323485,-2.372894005,-7.823655129,-2.456339135,-0.34715779,-0.050328351,-4.872137817,0.052769349,-0.58623743,0.49240977,-3.211213562,0.929164275,-3.20644575,-0.108815514,-1.264388113,-3.206258491,-2.236016798,5.600394613,-3.004690109,0.864542487,-1.974388415,2.213194008,-0.191434446,-6.022053156,0.512986657,-0.638134165,2.067277501
COX7,1.210914185,-0.072869887,3.513120476,2.022263373,1.115643784,0.894072223,3.181528437,0.613166706,0.689599286,1.924419584,1.140491635,0.537335578,0.568432657,-0.064990018,-0.003767822,-0.317692573,2.655974831,1.264403124,0.866499534,-0.009639037,0.870253302,1.270026383,-0.794666432,0.626610566,0.798163112,0.964906525,0.632300443,0.954314309,-0.498698769,0.72198109,-1.746831476
COMMD10,-0.331757432,-0.699673984,-0.258719821,-0.092538202,-1.489128735,-1.285430153,-1.964087948,-0.036846514,-0.928200562,0.65823537,-0.165960087,-0.187785193,-0.094928371,0.13553781,-0.69626369,-0.901682732,-0.984316109,-1.194924519,-1.085378938,-2.122301838,-0.013567153,-0.996733834,-0.25650136,-0.199929652,-2.37147566,-0.557206892,1.86860623,-0.927531704,-1.283923649,-0.671652169,-1.601290828
COL4A3BP,-0.908243492,0.466440263,0.156136833,0.009065173,-2.032329002,-0.392006687,-0.778738218,-0.651137423,0.635600075,0.730194408,0.059257398,-0.199121948,0.943198001,0.099040983,0.144451677,0.420082919,0.430474469,-1.441765456,-0.529759369,0.534328275,-0.293014538,-0.131599311,-0.074956297,-0.406941172,0.909648191,-2.597547236,0.319577312,0.79007007,-3.61119912,-0.049704313,3.464260339
COG6,1.741491266,1.203212984,-0.412179606,0.349615171,-0.936647687,0.40075677,0.242688435,-0.459122447,0.230902181,0.650089885,-0.080498537,-0.050481804,-0.369413386,0.057378688,-2.808729245,0.06489454,1.461917283,0.873403823,0.170799124,0.835560277,-0.027982421,4.611710891,0.451195349,0.166629493,1.329279888,2.831549762,1.933695564,-0.803819069,-0.959673094,-0.041336815,3.898858933
COG3,3.696314846,-3.179152676,-0.357190312,1.011830701,0.686805291,4.125211818,0.76898527,-0.786560718,1.829510038,0.016812628,-0.531155901,-0.278259997,2.097673834,0.167524011,0.252263849,-3.691904294,0.058075675,2.167520656,2.029356253,-1.160646746,-0.072420798,-0.033190094,1.177813455,-0.108780983,0.355005168,1.74584832,-0.121593341,-1.505206858,0.343949569,-0.418705463,0.248094657
CNOT7,5.263732679,3.282536274,-0.847861802,0.788096534,1.522584921,5.107611926,1.031518404,-0.385095653,-6.048278791,0.0261664,-1.691368136,-2.134152865,0.878427523,-2.778910298,-2.47392905,-7.737894629,0.94002415,8.058942108,6.502002234,1.454587567,-0.542918838,4.276374684,-4.929342124,0.232659821,2.854329443,7.004903814,6.216130005,3.30905799,1.116098529,2.181043531,-1.066726219
CNDP2,-1.216397227,-0.037287564,-2.647512669,-4.425956891,-3.206179173,-1.501309431,-2.622107319,-0.075057476,-0.343607975,-2.052069511,-0.020103248,-0.211942207,-0.374989859,-0.393492682,-2.993858454,-0.831274352,-4.181393232,-1.901226126,-0.165460134,0.419813403,-2.387763981,4.396654736,-0.450301782,-2.298746722,0.109687674,-1.829671157,-1.109569685,-1.352948545,-0.01751962,-1.016648079,4.161831004
CNDP1,-3.61785787,-3.059676262,-3.329376654,-2.484478778,0.656228959,-3.891174431,-1.177175877,0.163377148,1.980927091,-0.240625467,2.206919317,2.483154115,0.944708168,0.3347144,4.6100069,2.915297241,-2.746986232,-5.101162453,-2.566945989,-0.593428803,-0.080716479,-0.096396056,-1.044286996,1.149670398,2.790405298,-3.864351539,-1.487417477,1.903814163,-4.353582264,1.785633205,3.420902414
CMYA5,-0.072111873,-0.825886795,-1.240504032,-0.534381622,-0.646406766,-0.455473691,0.134412768,-0.787189979,-0.225246505,0.159527092,-1.261118227,-0.014531998,-0.02693249,-0.142087356,-0.323484452,-0.178219751,-0.743033927,-0.247346124,-0.045271913,-0.602288527,0.433016102,-1.325658521,-0.242458242,0.118094201,0.982123216,-0.053545599,-1.939320731,-1.185753304,1.118908437,0.058550024,-1.543280703
CLN8,-3.998079385,-3.341493838,-3.162514903,1.176686021,-3.148187112,-3.43392654,-3.346341091,-0.310143291,-3.695131025,-3.470335917,-2.860100705,-2.851700175,-3.310974468,-1.831872343,-1.921283504,-2.94428057,-3.889529864,-5.177880726,-2.664796002,-1.342432428,-0.339927516,-2.318728267,-2.382705726,-0.178736696,-0.227896016,-3.355005258,-3.531640073,-2.060641017,-3.515865858,-0.510348584,-0.728702484
CLK2,1.835873361,0.702655761,0.292650568,0.361226297,-0.376204941,0.180043649,0.326505075,-0.506337034,0.248139422,-0.391857841,0.226362152,0.068111592,0.221011044,-0.087994225,0.738066313,0.915577801,0.924598344,0.33298047,0.088422422,0.757862579,0.243930934,1.383062171,0.862627423,0.246754369,0.361861023,0.987191895,1.648203982,-0.753698713,0.645639842,0.383467641,4.050622594
CHST5,-0.963427071,-1.592147781,-0.137834424,0.120347439,-0.062891477,-1.398909351,-0.06389804,0.022017325,-0.483504972,-0.242004347,-0.290088863,-0.364592281,-0.588106911,0.206877382,-0.503389884,-2.431877567,-0.276032871,-0.606091925,-0.111904574,0.755266808,0.038368275,0.139621659,0.69774025,0.124625448,-1.614767029,-0.422719872,0.125242924,-0.195152543,0.047735716,0.037714092,0.390858272
CHRNB1,0.055786244,0.005088698,3.386392708,1.75660968,3.864672944,4.528570906,3.511453721,0.175666054,-4.358380872,0.850930442,-0.136106286,-3.134325605,-1.020328727,-0.151830177,-0.328178836,4.21524593,2.600438237,2.627059157,2.739891254,1.541866235,1.247353131,2.526082711,5.439663254,0.142089997,2.082439753,2.759507789,0.421472939,1.234631601,1.835930685,2.49236597,2.078263172
CHRFAM7A,0.055786244,0.005088698,3.386392708,1.75660968,3.864672944,4.528570906,3.511453721,0.175666054,-4.358380872,0.850930442,-0.136106286,-3.134325605,-1.020328727,-0.151830177,-0.328178836,4.21524593,2.600438237,2.627059157,2.739891254,1.541866235,1.247353131,2.526082711,5.439663254,0.142089997,2.082439753,2.759507789,0.421472939,1.234631601,1.835930685,2.49236597,2.078263172
CHMP7,-0.053862865,0.231479776,0.126661027,-0.668468391,-0.576527498,-0.182468599,-0.24294014,0.808899548,0.639212675,1.407871989,1.244717597,0.104495798,0.312531896,0.423261583,2.153381596,1.227652828,-0.037539241,-0.332246591,-0.044540155,0.284541909,0.125568768,-0.735227784,-0.149521391,0.277335143,0.123206764,-0.440711961,-0.374517244,0.441917608,0.286952106,0.634256842,0.842563176
CHEK2,2.804651012,0.451229679,0.841006184,0.542976401,-0.095218051,0.4767227,1.597016246,-0.278377064,4.013145996,-0.295727805,0.371042729,0.323043417,2.724507205,-0.249540093,2.052977913,2.156978648,0.56844157,5.871351849,1.712932873,1.330805458,-0.036738363,0.748297199,0.22758969,-0.081876267,0.275018899,-3.934028465,-0.622526255,1.906144143,-0.343714687,-2.988141858,0.314916343
CHEK1,-1.620600999,0.114478437,1.9249323,0.858035491,-0.36100732,-2.169226534,-0.971140626,-0.169506621,-0.386762619,0.87464517,0.426220671,-0.397749144,-0.168321296,-0.299335046,0.22943652,-0.251281024,0.443602737,-2.431389825,-1.004912948,0.05765364,-0.034414544,-2.890093334,0.022897617,-1.39893723,-2.168328573,-1.094473703,-1.811702245,-0.097275214,0.678321095,-2.317107891,-5.241189059
CHD9,-1.370542425,1.066609989,0.036425086,-0.126849081,2.246618174,0.266483725,1.179092316,-1.830174734,-0.454436893,-2.391289276,-3.20373279,-0.083554112,-0.070573362,-0.393379792,-1.840671879,-0.456711353,0.278600012,0.166519738,-0.087720648,0.552403954,-1.357293573,2.03017569,0.552383166,0.255508567,0.342427824,-0.986980848,1.745125068,-0.235598365,4.337389372,-0.752085035,-2.085138327
CHD1,-0.632531685,-1.326226824,-0.749640951,-0.144307545,-0.471072754,1.223668874,-0.601297698,-1.396018696,-2.287028056,0.914978666,1.003197779,-1.153018435,0.370919546,-0.164532064,-0.275077915,0.603596266,0.102110305,0.893032208,0.426498566,0.297535836,0.493522589,1.474842024,-1.077782341,-0.052776088,0.739687183,1.549591032,0.683491268,-0.2338984,-0.602811076,1.246219801,2.230144391
CHAF1A,-3.636248698,-3.639099594,-0.583740671,-1.773386051,-0.305197119,-2.806845582,0.007866136,-0.028406302,-1.171740304,-0.048330044,-0.021938791,-0.018662699,0.016771112,-3.30043441,-2.486632559,-1.882013721,0.023287717,-0.8569982,-0.022692443,-0.949715917,0.01400468,1.06753362,-2.221412207,0.014616733,-1.158731556,-1.892960901,-3.257622514,0.042722088,0.107084069,-3.117137481,2.46655109
CETN3,0.929068654,-1.939603576,0.18092358,0.110690503,-0.048130296,0.251483986,0.082960384,0.01021668,-1.494865633,-0.092896301,-0.063803838,-0.887144437,-1.527485399,-0.023914365,-0.314204535,5.051122091,0.028145156,-0.818151773,0.811931719,0.020468069,0.00174433,-0.265045479,-0.148098226,0.073129488,0.623668393,-2.919971001,3.449161349,0.082438194,0.33047514,0.914212561,-2.095321951
CETN2,0.916130732,0.496602987,2.405948435,1.211480881,2.039819836,0.97577409,2.535856668,1.205924311,0.354367392,-0.155700453,2.943693535,-0.267075999,0.314179425,-0.56161511,1.364076375,0.73200886,1.314498632,0.480697557,0.522235671,-0.051094286,1.757405892,-0.392199271,-0.644048069,2.152022959,0.528398023,0.364285288,-0.299898137,1.241650672,-0.324802604,3.011380023,2.483108835
CEP164,-0.249836925,-1.087026119,1.147674299,0.974491998,-0.197986159,-0.981256252,0.694789006,-0.210106503,-0.363620253,-0.824735153,-0.395266819,0.003108396,0.01532432,-0.134968052,-0.155572077,0.230824505,0.906879406,-0.243447205,0.29779009,-1.730321084,-0.150905741,2.33781214,-0.193136071,0.202904385,-1.623149957,-0.365467713,0.109505926,0.166142625,-3.423779815,0.598491846,2.670270725
CENPH,0.021441392,-0.45745033,2.497011039,-0.945131455,-0.659088216,-1.564266517,-1.46607171,-0.370003426,-0.407228085,0.685427189,-0.601807254,-0.210575341,-1.316632197,-0.382593146,-2.353417462,-5.800738435,-1.921824202,-0.56136366,1.252936909,0.978433155,-0.531619427,-0.543427839,0.645925914,-0.746997949,0.084959296,-1.377051371,-0.23944751,1.024849911,2.715153693,-2.860122952,-6.504724113
CDRT4,-1.116301533,0.150079886,-4.438524393,-4.329825761,-2.626747012,1.039236741,0.636674978,-0.489297757,-0.916210439,-5.69289281,-2.925058412,-0.196277252,-0.201042095,-0.267092773,-0.003206546,0.974719936,-3.163037319,-0.502909949,-0.426751384,0.118245525,1.288713242,-4.293513571,0.968375743,-0.114646195,0.129224986,-2.012703713,1.341141614,-2.527311574,-5.448074462,-0.049775328,-0.037688805
CDKN2B,-0.404725791,-0.44894548,0.392762039,-0.316134285,-0.250817754,-2.33439461,-0.347186658,0.435067294,2.065366325,0.466837353,0.684771864,1.186346538,2.731921702,1.062209554,4.69566721,2.382397636,-0.301211395,-2.229497815,-0.351173366,-0.17315509,-0.270022239,-0.295652999,-0.916682459,-0.316927408,1.126344761,-0.171208902,-0.454791529,0.457083474,0.454825331,-0.234078515,4.458246616
CDKN2AIP,0.454330181,0.346548439,0.283964099,-0.342906636,0.720544,0.203324981,2.698131807,-1.252596093,-1.438554348,-2.704348451,-3.129632026,-0.679315576,-0.609361366,-0.342495423,-0.182110446,0.461014344,0.966398211,-0.759760075,-0.668998606,0.16112615,0.089717938,-2.888359466,-0.749989889,-0.258836659,0.413540284,-0.537566851,-0.507345478,-0.842368867,2.473642314,-0.608429963,-1.600110363
CDK7,0.982010218,0.092150559,-1.698849501,-1.994837026,-1.016337626,1.663489941,-0.215605585,1.02451788,2.464102638,0.26167665,1.66982151,0.872762905,0.844620952,-0.309240684,6.925035445,0.285968595,-1.112287611,0.842730471,0.139021059,0.232769107,-0.163383126,-1.362234096,1.547293269,0.220166999,0.307505951,1.831737858,0.212250578,-0.553324451,0.121447912,0.425396694,5.121569336
CDH3,1.780108769,1.197082739,0.600066083,0.675378954,0.427988521,2.321247835,0.528983212,-0.337105749,0.374811226,0.475649834,0.354318645,0.064757926,0.072906959,-0.945895579,-0.346590963,-5.912009612,0.516859467,1.487489284,-0.117806491,0.355636637,0.48561861,0.805468449,1.518901339,0.383093457,1.301311308,0.155392907,3.925440738,-0.307265357,0.597501326,0.561028603,-1.547684733
CDH1,-0.069181786,-0.213412888,-0.36082499,-0.394713741,1.70899712,0.593308787,1.035392238,-0.652891456,-0.684910354,-0.390887683,-1.632986801,-0.137031937,-0.151798973,0.202732308,-3.13503651,-0.606598182,-2.088108958,1.644443701,0.642319211,0.472097369,0.925576417,2.094905161,1.437340722,0.753928518,1.072296586,1.556814292,-0.21509197,0.048094468,1.849786221,1.175689612,-4.93348189
CDCA2,-2.240073413,0.880597237,0.676517571,-0.018073427,-1.565638949,0.534821765,-1.238989609,-0.211618147,-2.654523073,-0.159635117,0.434394002,-0.067367024,-2.682142924,-0.336475637,1.592241263,-4.114553806,-2.044043592,-3.465841038,0.146517641,0.87573862,-0.330722667,-0.023499048,-1.272908326,-0.134262089,0.709156182,-4.199301823,4.516640922,-0.889915282,-0.058628305,-1.291719669,-0.557277648
CDC40,1.844959545,-0.973929913,0.360747629,0.034620458,0.354822057,-0.81607904,0.097044291,0.617493401,0.834793969,0.665971499,0.35227295,0.692539415,0.666731267,-3.812666539,0.461066306,-1.772157471,0.344934331,1.080078905,-0.024672956,-2.677290209,1.151877192,0.797464618,0.256055752,0.710061747,-1.181539192,1.579462172,0.547151181,0.086839079,0.209636492,-3.592891826,0.940037551
CDC16,-1.85299406,-1.645038976,-0.233636299,-1.729767621,-0.991609165,-3.20159447,-0.454083156,-0.081731947,-0.524360231,-0.163642115,0.14878454,-1.008280693,-0.677063159,-0.647742889,3.598061604,-0.126592603,-0.504851667,-2.296593059,-0.841119412,-0.174269101,0.83347603,-0.82229904,-1.073826607,0.195371386,-1.779698422,-1.722496615,2.372826211,-0.050387561,0.244193227,-1.131908411,-1.089427316
CCNH,-1.055651322,-1.361341285,0.216194967,2.249331763,-0.363854915,-3.155987471,0.206483431,-0.128549188,-1.747928838,-0.294213841,-0.300694633,-1.15799903,-1.272275138,0.896799555,0.080203761,-2.816829902,-0.457382088,-2.389633527,-0.665500219,-1.190647179,-0.130341824,-0.352440219,-1.1634465,-1.018649765,-0.805897159,-3.141854514,-2.621196285,-0.139581497,-0.052626752,-0.108881398,-0.31850717
CCNDBP1,0.939088611,1.415361787,-1.048829133,-3.754648455,-2.210784072,1.64241568,-0.447500714,0.085823337,1.958936681,-0.956118707,0.269694963,-0.269535131,0.101481266,1.539936022,2.789294977,-0.353543949,-0.011474845,-1.082086003,-0.926107257,-0.737027356,-0.790019105,-1.266738858,-1.682539701,-1.037777286,-0.877179421,-2.58433215,0.579222401,-0.376385253,0.475240451,-1.55840673,4.430857352
CCNB1,-3.118257474,-1.520821573,-1.440965409,-1.678355762,-2.188458598,-3.612279376,0.223450623,-0.949326671,-0.700365979,-0.792414065,-0.580484129,-0.630645866,-0.933247013,3.012346723,-2.307576054,2.266559677,-2.17406341,-3.17411825,-0.645490416,-0.287166499,-0.9168851,-1.915482858,1.919399851,0.251424412,0.930509082,-0.944767585,-2.864347537,-2.086553841,0.54342918,-0.471419706,-4.583014881
CCDC84,-0.473346304,-0.619289313,-2.545392249,0.082100596,-3.224812075,-1.081903921,-2.475188537,-0.719306227,-0.077921796,-2.941056153,0.327176349,-0.09520158,-0.075405274,0.710132902,-0.124504512,1.121853212,-0.872451581,-0.608821195,-0.143351408,1.058547211,-3.192423991,-2.866218884,0.366757406,-2.119213139,0.27646905,-0.167577196,1.069206801,1.082738236,-2.508231862,-0.765019881,1.095819977
CCDC28A,-0.521198783,0.310893304,1.393092798,0.337383622,-1.143497747,0.894731982,0.249281256,-0.428459967,0.209223439,-1.280422468,-0.358896694,-0.685822764,0.061871775,0.382954125,5.017812226,2.503625537,-1.111629469,-1.794300412,-0.994641751,0.052856531,0.238048137,-2.269127777,1.156200934,0.255517914,0.782403956,-0.993129742,-0.973049484,-2.431531909,-2.29891582,1.669950098,3.138222126
CCDC25,-0.391039403,0.027041198,-0.409110325,-0.38819448,-0.163804769,-1.209833276,0.053158063,-0.068102167,0.039244296,-0.224633664,-0.300605716,-0.240994308,-0.153589845,-0.036392604,0.251171893,0.202847438,-0.214152348,0.323802906,0.295544035,0.138295891,-0.240768073,-0.095153834,0.167455222,-0.588043499,-0.09859116,-1.877797647,-1.830100499,0.412476738,-0.459533784,-1.096524908,4.445567924
CCDC125,1.914875511,2.786021701,0.354067957,0.579695035,0.416616467,2.376637785,-0.100597045,-0.272011844,0.080427445,-0.295456515,-0.206114096,0.08594715,-0.703291199,0.370971703,2.365653147,0.9684065,0.667360003,2.292945722,0.913507131,2.593207812,0.827505148,-0.541230215,2.770594934,0.405157304,1.900785006,4.166204886,2.31281668,-0.026170418,-0.20435572,6.632261311,-1.677152284
CCDC112,0.861988082,1.480798083,0.15420517,0.070944554,-1.672939097,0.509160934,-0.811722135,-0.669101666,2.360770246,0.096072765,0.247331383,-0.07648792,0.886952922,0.153477657,0.283367627,0.974806592,0.276858416,-1.540068725,-0.971571441,-0.142571537,-0.522232524,-1.290607108,-0.191269093,0.258738567,-0.183368983,1.429810856,0.39644073,-0.612582981,-2.647461247,0.158154966,0.682865985
CCDC102A,4.599236675,2.331557859,1.540702925,1.819714833,1.816427942,5.615717051,1.810841553,0.085914655,0.252881678,1.213403905,0.073658312,3.898684595,3.510061323,-0.395355261,-0.74258756,-7.793535513,1.064208781,7.949396374,5.745941497,-0.615166469,1.972634368,3.664437231,-0.811955379,0.842717361,-4.904494705,1.359220764,3.412454558,-0.262591667,3.765154474,2.781517392,-2.091732484
CBL,-0.833432936,0.725838555,-2.510103671,0.046342905,-0.541063109,0.752336555,0.359374927,-1.204951263,-1.898766093,-2.603770764,-1.392565064,-1.274710464,-0.902773346,0.781911471,-0.13517416,1.683662348,0.121000607,1.268828473,-1.367676347,0.111205323,-0.675875013,-2.313645582,1.794184924,-0.834461154,0.131631894,-2.044167043,0.08570913,-2.820964994,0.176295539,-1.042314407,0.463044711
CBFB,-1.410379308,-1.03853985,0.378350004,0.917498016,0.410005562,-0.404665287,0.820003951,0.038962303,0.055089593,1.075443621,0.504387863,-0.152613125,0.035289842,1.032073568,3.348369752,0.047882241,-0.183747354,-0.520738835,0.059680219,0.165837355,-0.785031644,-0.081102974,0.044592986,-0.037975698,0.020024383,-0.94297862,-0.974836854,0.089051142,0.73820287,0.587802629,2.257492792
CASC4,2.144981601,0.857727098,0.152859137,0.070457608,0.071010039,1.879130955,-0.541287566,-0.412611997,0.707272288,0.299577305,0.321360741,1.012013331,0.650029351,0.046329151,-1.329151521,-0.068325361,0.319769414,1.860902058,0.826467181,-0.184705272,-0.822370585,-0.358317531,2.314414986,0.330106393,0.569636446,1.410396273,1.574995054,0.311599396,-0.368606615,-0.374432996,-0.073563822
CAMK4,-0.399235984,0.563319938,-0.998564241,0.134280778,-0.227705001,1.161156626,0.836728988,-0.192692319,3.210473622,3.99060317,3.876610765,-0.019516482,1.567040607,1.405268715,3.400009983,0.837900155,0.667173009,1.69043037,0.013426142,0.345683169,-1.775879182,-1.856038205,-0.136356161,0.020114381,1.005199361,2.201582695,0.45683318,-1.01840974,-1.711576346,1.242868701,2.340995412
C9orf123,2.042031182,2.690391221,-2.072980728,-1.654370073,-1.133263347,0.485854706,-3.329736674,-0.596555773,-0.135320492,-0.625049471,-0.428990835,-0.077079096,-0.160079926,0.102320545,-0.008046659,1.317385078,-3.404312027,0.907571372,-0.054478918,1.514030577,0.663082911,-0.70557788,-1.688163924,1.265852443,-0.700321983,0.053666941,0.027563525,-2.167053287,0.272007072,1.495431323,0.359285463
C8orf40,3.073697085,3.006807035,8.002268052,-0.39947133,-1.415490592,3.411954681,3.695337798,-0.04543668,1.784567688,-1.078917112,0.410990769,0.711858037,1.758089642,-0.170528169,-2.531800318,1.944575574,2.357497243,2.496633196,-1.641779214,-0.866915184,0.702104674,-2.848651864,0.371078485,-1.024106373,-1.134799138,0.362013579,2.372564649,1.97800504,-1.717356251,-1.619880123,6.165085539
C7orf11,0.152350922,0.272744818,-0.842180909,-0.448992523,-0.206403386,0.314397448,-1.364900426,0.001057062,0.308868524,0.060966985,0.026610286,0.180166851,0.313412915,0.077770409,-0.025642823,0.08882601,-0.116249962,-0.465968349,0.218770769,0.278396827,-0.210286114,-0.57592182,0.269221888,-0.290103078,0.189781604,0.223952304,0.184162029,-1.469885065,0.051045958,0.809875977,0.32604449
C4orf41,3.360581952,1.19263826,0.528931614,0.654077182,0.378990506,3.216238769,0.895139843,0.431984764,2.396617593,0.44520391,0.866976618,0.268738274,1.33540709,0.251706798,0.572937131,1.547853491,0.36911647,2.397940051,0.05389717,1.003806052,0.647608912,-0.000994407,-0.752936763,0.459911752,0.488036285,3.663455155,0.408139335,0.381808118,0.369581282,0.281034067,-0.581499148
C2CD2L,0.250236391,-1.320178422,1.767117728,1.131154174,0.136220891,0.353282552,0.870082189,0.003384022,-0.544895583,-0.069987396,-0.049124913,-0.670890402,-0.615249573,-0.017189834,3.944939692,-0.749358028,0.573834756,-0.336706798,0.059122087,1.287753555,-0.030548387,1.192018626,-0.610010479,-0.129414023,-1.309807739,-0.608687226,-0.587138631,1.394643402,-0.057083573,1.173077711,-0.274714108
C20orf133,-0.820058519,1.140079715,-1.40717577,-0.294128435,-1.658186594,2.18313819,1.103228111,-0.007761263,-1.391370964,-2.774000423,-1.155139208,-1.022834768,-0.266260227,-0.677047768,-2.303058905,2.964448598,0.947208226,-0.862022055,-1.034349095,0.460016373,1.232219716,-3.978140835,-0.808949386,-2.395659171,1.796026175,3.004623925,1.786881695,-3.940176641,-3.731296144,-3.26112419,-5.706512645
C19orf40,0.296939219,0.556816087,0.531142555,0.748430574,-0.358492951,0.693339063,0.28333304,-0.078620584,0.045047606,-0.216613257,-0.968536907,0.003112127,0.000139189,-0.756696353,-1.03814389,-2.037157409,-0.020768734,-0.203427024,-0.019788578,0.723845745,0.402455683,0.15691013,0.330709161,0.237881059,0.314449399,0.025448209,0.390394894,-0.008058433,1.080827154,-1.738153602,-3.188703432
C15orf24,1.96277062,0.328324624,-1.853419858,-0.456553331,1.808767903,0.028165248,-0.661739401,-1.058540269,0.073258553,-0.486994633,-0.429632487,-0.163857884,0.439481109,2.018210633,-1.701537194,-0.037004414,-3.687288507,1.584744896,0.763141176,1.646393048,-1.254066889,1.036699696,0.78064913,-0.021970172,0.19194133,-0.583485273,2.153328585,0.007667261,1.467979665,2.674234723,-4.499887025
C13orf8,2.658881475,0.649235439,1.104657209,2.235945589,0.272799483,-0.695279916,2.092765331,0.327302816,-1.039559247,1.224206314,-1.423082601,-2.230826867,-2.6286961,-0.350992592,0.337254477,4.721601173,3.055831681,-2.317630376,-1.182901734,1.901508424,0.29479782,3.470774404,-1.205955195,-1.866052362,1.113143392,2.021064556,1.832628316,2.359615301,3.589609394,-3.330582318,4.024864488
C13orf23,0.15319555,1.489246801,2.668426374,-0.12550692,0.108785308,2.278261981,3.681012062,2.084270391,1.807362154,3.212177471,4.285766211,-0.150841736,-0.164149177,-0.291607968,3.093373293,-0.034961294,1.603066662,2.827806664,0.430076997,-0.172526306,-0.98806841,2.515528905,1.601023409,-0.152945006,-0.501362001,3.365218511,2.186916843,1.299693207,-1.486638737,-0.120437504,2.207804613
C13orf1,-1.874902115,-1.630028586,2.80938502,2.015630825,-0.511274372,-2.519292553,2.916490293,0.089315854,1.024239441,2.583079134,-0.148787391,-2.538285977,-1.030731422,0.130577548,3.108763775,1.203440233,2.002095893,-1.30848234,-2.566784651,0.600171105,1.038286755,-0.345511716,2.659518053,0.836241138,0.252895442,-0.474452688,0.294220391,0.816126663,0.079649753,0.32020278,-2.257432273
C11orf61,-0.226944803,0.018967019,-0.687582071,0.164077269,-2.601708461,-0.595688716,-0.872506775,0.179830614,-0.016097088,-0.625657695,-0.502379145,0.078610038,-0.313920184,-0.287110025,-0.271231189,0.17246169,-0.978795808,-0.895771393,-0.488953143,-0.66479455,-1.769888792,-1.970714871,0.473792828,-1.143521171,0.115810447,-1.175743603,-0.960455496,-0.546083525,-0.833813368,-0.092728353,-0.010270265
C10orf59,1.878262306,1.004829574,0.532196221,0.966917549,0.236766911,2.831817191,0.299015657,0.279880473,0.287656302,0.021221297,0.213300139,0.345700649,0.860099824,-2.31270671,3.312203389,-0.98543387,0.070046269,1.787273646,0.422615093,0.020552381,0.124173905,0.188186442,0.035178645,-0.324789089,0.148582546,-0.603405544,3.456270283,0.120716406,-0.943570355,-2.251348003,3.126098913
BUD13,0.540794934,0.025395045,0.482146813,0.110734287,0.300584358,-0.619249426,0.01421606,0.033375874,0.149314186,0.117197287,0.148168927,0.121672969,0.094679397,-0.734697967,0.260467637,-0.346942404,0.188068578,0.651538466,0.077717308,0.031108009,0.000343121,0.209701118,-1.070985444,0.224364459,-0.548042343,0.150854736,-0.839996489,0.013864742,0.147121693,1.820149954,2.449431977
