Gene,ABT199,Quizartinib,JQ1,Vorinostat,Selinexor,Cytarabine,Mitoxantrone,Decitabine,Azacitidine
C19orf40,-0.50602946,0.052701072,-0.252379329,0.11646269,-0.497774946,0.022220205,-0.204213362,-0.22384858,-0.095988379
C1QA,0.182708635,0.081308851,-0.334189849,0.182808663,0.111849639,0.33043014,0.040177792,-0.154707437,-0.075608295
C2orf61,0.159662214,-0.023009142,-0.16994863,0.135754602,0.016972977,0.03878189,-0.065500404,0.009953576,0.046109662
C5,0.262761689,-0.229867706,-0.089778124,-0.112526028,0.011915245,-0.05251644,0.033885858,0.019881728,0.036538579
C9orf96,0.136028191,-0.135980156,-0.646379241,0.131898039,-0.244632264,0.167295733,-0.089089866,-0.42055351,-0.503084107
CA1,-0.060636849,-0.072447933,0.224064121,-0.166318788,-0.765756379,-0.584386711,-0.047115672,0.006053232,0.023796184
CA12,0.229959114,-0.067045242,-0.226387291,0.465764234,0.541391793,0.55525429,-0.197765808,-0.097021169,-0.094987683
CA2,-0.055296696,0.02212954,0.30888048,-0.091009583,-0.310863576,-0.162433327,0.211116373,-0.014836225,-0.031824654
CA4,-0.13951211,-0.029731302,-0.079107136,0.157090863,-0.072322172,0.147671468,-0.112585846,-0.125570773,-0.119181218
CAB39,1.077989019,-0.157430764,-0.688314304,-0.231920975,-0.417939282,-0.114440755,-0.176474224,-0.420094637,0.009867622
CACNA1A,0.528665681,0.986953724,0.127668584,0.137279723,0.033069353,0.037601683,-0.647259138,-0.251628556,-0.859665931
CACNA1B,0.238104849,-0.050875438,-0.569341969,0.060869872,0.050026855,-0.078702088,-0.094795062,-0.434583603,-0.475956556
CACNA1C,0.395155165,0.128316566,-0.810410178,0.277876296,0.213522207,0.252104047,-0.343499299,-0.534363607,-0.721374001
CACNA1D,-0.015414905,-0.367867049,-0.626997687,0.198200465,0.469312454,0.210118454,-0.366366487,-0.512845301,-0.582763229
CACNA1F,0.523876634,0.077704961,0.008162285,-0.159804262,-0.331886725,-0.321543581,-0.059778352,-0.239672897,-0.771869916
CACNA1G,-0.248659201,0.127968365,-0.272884298,-0.015340259,-0.10016293,0.07765569,0.16349355,-0.02828078,-0.13079542
CACNA1H,0.181446486,-0.104022098,-0.029708985,0.055852966,-0.295600716,-0.045472125,-0.000646595,0.013490272,-0.115306905
CACNA1I,0.142539594,0.109285276,-0.072809785,-0.059575873,-0.345486482,-0.162267633,-0.294945423,-0.455261251,-0.352841126
CACNA1S,0.285652813,-0.037041338,-0.296987371,0.011694277,-0.237256085,0.107427023,-0.119383072,-0.347179911,-0.210326079
CACNA2D1,-0.434087352,0.027831132,0.037832494,0.142644167,0.069465458,0.201732203,-0.119856556,-0.007716423,-0.4610247
CACNA2D2,0.149700494,0.032653459,-0.34731765,-0.034127725,0.006885612,-0.169016569,0.289791876,-0.121389981,0.081195193
CACNB1,0.007263582,0.033627745,0.08244405,-0.022627149,-0.229312668,-0.039314754,0.071455615,-0.271793802,0.131171537
CACNB2,-0.002164802,0.048249845,0.066069463,-0.034296956,0.162369896,0.030877864,0.127509396,0.054609371,-0.057050221
CACNB3,0.193611608,0.041952954,-0.342417106,0.134988447,0.337931937,0.235007544,0.080029864,-0.418887791,-0.226162451
CACNB4,-0.150088712,-0.023523728,0.200838804,-0.081823957,-0.267733727,-0.09471885,0.210346946,0.323595989,0.300238003
CACNG1,-0.106943988,-0.106712246,0.275390055,-0.048197458,-0.162268243,0.02249475,0.253558026,0.136753591,0.304571347
CAD,0.463339523,0.760108866,0.022373701,0.014532066,-0.383395907,0.68448101,-0.494603706,-0.240029734,-0.192412929
CALM1,0.204611218,0.000879004,0.550317075,0.405364706,0.188950279,0.237592498,-0.031255255,0.102563852,0.231255667
CALM2,-0.402124853,-0.026432594,0.413347301,0.098365403,0.636748625,0.488458324,1.484924552,1.211103738,-0.014906711
CALY,0.237923052,-0.146857008,-0.287949701,0.140163178,-0.042734724,-0.040797135,-0.256126454,-0.187216524,-0.29485879
CAMK1,-0.23553598,-0.053602966,0.225545126,-0.083770597,-0.239497416,-0.382488675,0.14544086,-0.029193968,0.285591744
CAMK1D,-0.006043736,0.013309779,0.007420477,1.24736238,-0.358341415,0.038184641,-0.289306559,-0.157016956,0.277998935
CAMK1G,0.038462678,-0.004212109,-0.127998844,0.116220492,0.017056526,0.186894339,-0.084910241,-0.201827599,-0.043872717
CAMK2A,-0.011976141,0.027736966,-0.182307539,0.204270823,0.128771988,0.120512681,0.027977566,-0.138231581,-0.024197262
CAMK2B,-0.109620287,0.011409829,-0.247523475,0.068169858,-0.182569604,-0.04574971,0.14702307,-0.155809473,-0.116900445
CAMK2D,-0.32917508,-0.03049776,1.015279797,0.009337047,-0.094823564,-0.071241662,-0.036078428,0.036787598,0.088088432
CAMK2G,0.09796067,-0.10371277,-0.473234639,0.21099543,-0.151351422,0.150817613,-0.06404367,-0.379003327,-0.371674856
CAMK4,0.106271204,-0.121314321,-0.238303281,0.060028784,0.014561342,-0.13262742,-0.043052042,-0.29403253,-0.35127015
CAMKK1,0.007077186,0.068700249,-0.183196808,0.02061144,-0.276053991,0.052054054,-0.132477184,-0.065475422,0.123509681
CAMKK2,0.027952048,-0.115739863,-0.275583014,0.046341954,0.168014142,-0.007841838,-0.024812345,-0.298088364,-0.374341268
CAMKV,-0.322661259,0.026607862,0.191369531,0.017060834,0.52320154,0.068122027,0.148981781,0.099470659,0.148452903
CAND1,-0.483843704,0.112510656,0.596770847,0.482985306,0.382940723,0.173230097,0.03771266,-0.413982178,-0.558107716
CARD11,0.020426015,-0.051905104,0.124907867,0.181630739,0.013486467,0.219965328,0.014807991,-0.163849315,-0.083404435
CARM1,1.024248417,-0.033364077,-0.671016072,0.189431233,0.144310941,0.319495146,-0.105426537,-0.320962027,0.073128602
CASK,-0.098649731,0.134588033,0.304463287,-0.110073922,0.375368417,-0.06736357,0.103718423,0.147681272,0.307869055
CASR,0.320690892,0.134609672,-0.418927452,-0.049862664,-0.246986441,-0.429601559,-0.097905096,-0.146871308,-0.4961383
CASS4,0.281962543,-0.043894288,-0.270134672,0.177531548,-0.106428811,0.15142207,-0.260751127,0.045536153,-0.218790158
CBFB,-0.282739163,0.166941001,0.614409841,0.2182846,-0.022999144,0.298060097,0.323886294,-0.051234799,0.263866319
CBL,0.059246198,-0.022165845,-0.122556906,0.036951808,-0.352113369,-0.141266378,-0.096978616,-0.119439518,-0.085344013
CBX1,0.002241252,-0.032480422,-0.091129585,0.085346484,-0.385911697,0.073419693,0.159841425,0.006349821,0.223254316
CBX2,-0.223202863,-0.191830388,-0.286353058,0.055709674,-0.018497621,0.029246386,-0.003974852,-0.346019715,-0.064003078
CBX4,-0.070619555,-0.39136311,0.392843505,-0.424723884,-0.516672656,-0.560599998,-0.08452686,-0.240601735,-0.35243703
CBX5,0.168067586,-0.042425663,0.303818959,-0.157509072,-0.22129476,-0.370049847,0.001768134,-0.031184276,0.107414189
CBX6,0.106107983,-0.135468438,-0.336777847,-0.084772933,-0.232417877,-0.045169972,0.062402934,0.009067786,0.160523016
CBX7,0.13734407,-0.243830919,-0.08368061,0.090166523,-0.183853457,0.084534238,0.088920869,-0.266047261,-0.360064179
CBX8,0.027287674,0.057491773,-1.595386828,0.084134234,-0.684991367,-0.467520641,-0.108843354,-0.259867851,-0.253894056
CCDC101,0.553474738,0.050777369,0.517545438,0.265745877,-0.317696188,-0.055085238,-0.041952077,0.108790122,-0.390004297
CCKAR,0.072313396,0.119186758,0.250745318,0.121991788,0.13981499,0.104705868,-0.07337743,0.076610537,-0.039715435
CCKBR,-0.660599511,-0.046581482,0.253876966,-0.023048693,-0.605257512,-0.427968084,-0.318086786,0.335339022,0.137117908
CCL2,0.177554684,-0.032375712,0.215838551,-0.138344652,-0.047655099,-0.043942466,0.136431641,0.145517091,0.139009762
CCL3,0.032819499,0.055992172,-0.603375882,-0.297567869,-0.078412958,-0.15526589,0.111984381,-0.227615233,-0.064190468
CCL5,-0.189768422,-0.018395535,0.013452723,-0.065688553,-0.169180322,-0.047593272,0.01341412,-0.033499856,0.086433405
CCL8,-0.102945517,-0.074414172,-0.274520632,0.170213269,0.09343076,0.166397783,0.003027795,-0.080841105,-0.269103946
CCNA1,-0.007631773,-0.008724903,-0.492805191,0.131533705,-0.002018744,0.260929755,-0.108136633,-0.340015239,-0.375741072
CCNB1,-0.171029681,0.057555056,-0.000435526,-0.289287103,-0.358843809,-0.20859993,-0.308187929,-0.046297698,-0.057348956
CCND1,0.208090101,-0.105503831,-0.446045607,0.165817612,0.428014397,0.290583111,-0.016833347,-0.07796951,-0.228309417
CCND2,0.171830033,0.098203487,-0.035527571,0.002279155,-0.240306622,-0.160029092,-0.051379648,-0.039899466,-0.054132153
CCND3,-0.033747638,-0.24636822,-0.643102812,-0.327688879,-0.324555145,-0.032707575,-0.283986249,-0.045774642,0.356660817
CCNE1,-0.204398488,-0.129775119,0.423120904,0.057103558,-0.07886463,0.239421016,-0.062666989,0.065199919,-0.095133684
CCNH,0.002692843,0.600363968,-0.277720308,0.686567495,0.631616172,0.464303325,-0.192818818,-0.039607375,0.461158683
CCNO,0.185013085,-0.203184697,-0.754405216,0.305194584,0.153582034,0.130420098,-0.339946748,-0.706997291,-0.649141118
CCR5,-0.144349887,0.151425474,0.196070636,-0.219110942,-0.180886061,-0.122694909,0.06140208,0.139842446,0.191508144
CCT3,-0.271170756,0.073952722,0.237438041,-0.079936015,-0.173179662,-0.075240612,0.240327492,-0.210010321,-0.065033576
CCT4,-0.128907453,0.014082215,-1.664471179,0.869937685,0.357949451,0.148541483,0.232688474,-0.96635977,-0.732909458
CCT6A,0.040866829,-0.198481797,-0.048885371,0.454312611,0.659798501,0.659200975,0.043536032,-0.280549002,-0.038891968
CCT7,-0.390793834,-0.105257788,-0.37504274,-0.216859094,-0.771923316,-0.217451314,-0.712282468,-0.913893095,-0.49373986
CD1A,-0.280674658,-0.138348953,-0.390780273,-0.039915008,-0.529239764,0.133857246,-0.243429953,0.005821827,0.022400185
CD2,-0.101425406,0.042343413,0.467838467,-0.199781313,-0.580956563,-0.084037223,0.381865879,0.844433759,0.706636107
CD22,0.562175608,-0.00481884,-0.261147847,0.011277487,-0.191860658,0.105883969,0.275703531,-0.190116569,-0.002804172
CD33,-0.046764852,-0.052826931,0.009343255,-0.338957013,-0.256142805,-0.277829674,0.310610554,0.293428101,0.32576685
CD34,0.211788126,-0.19075355,-0.104421998,-0.088337824,-0.272622975,-0.01978055,0.028115133,-0.10241882,0.006376518
CD3E,-0.296138594,-0.057494382,0.278824184,-0.040814018,-0.054993752,-0.034806639,0.245210291,0.216620492,0.249492206
CD52,0.048091841,0.143286091,0.119276713,-0.114114065,-0.334274385,-0.136280695,0.097097839,0.057463127,0.180045007
CD79A,-0.026930221,-0.215500264,-0.517800833,0.082027887,-0.175643833,-0.046289028,-0.451654811,-0.299548741,-0.126572288
CD79B,0.047693715,0.305027012,0.391216359,-0.182843739,-0.081973378,-0.310424192,-0.090587412,-0.002097459,0.102018261
CD80,0.018205476,0.006065869,0.144337043,0.060588155,-0.148282234,0.374341594,0.088566531,-0.139934181,0.231708605
CD86,-0.474703913,0.071260858,0.040358333,-0.098172784,-0.013450046,0.295697178,-0.192847017,-0.10642718,-0.183240028
CDA,0.042502779,0.121090033,-0.194009668,0.347644756,0.14770723,0.454239087,-0.079918048,-0.063435501,0.77879286
CDC37,-0.273238797,-0.168237012,-0.293668546,0.012286201,0.113895999,0.446919365,-0.206610893,-0.080588327,-0.155429445
CDC40,0.149990519,0.05024822,-0.434428937,0.179457212,0.012820158,0.142072658,-0.174265834,-0.074411335,0.068469096
CDC42,0.081360969,0.110003316,-0.592165133,0.420815058,0.491303287,0.387651929,-0.275443192,0.109207729,-0.103725189
CDC42BPA,-0.236343779,0.00839896,0.241577333,-0.046311751,-0.175461898,-0.02793468,-0.032009133,0.021687184,0.171994968
CDC42BPB,0.180494655,0.033957598,0.072761768,-0.069274559,-0.042790074,-0.055090987,0.11349217,0.160097266,0.11851169
CDC42BPG,0.210071897,-0.048404497,-1.005582056,0.255503225,0.121122301,0.117484085,-0.323161265,-0.610267823,-0.700064603
CDC5L,-0.592440588,0.774737477,0.335320849,0.339165496,0.266683513,0.312523651,-0.047407989,0.339212976,0.057781912
CDC7,1.131550259,0.196012224,-0.742023015,0.015193641,-0.864879876,-0.10475609,1.063102402,0.360013273,-0.14052989
CDC73,0.150226165,-0.570434343,-0.390142728,-0.053699887,-0.319650045,0.242462453,-0.35584446,0.538063026,0.299854777
CDCP2,-0.226040487,-0.060914649,-0.018023036,-0.01886536,0.043297363,-0.085569461,0.152846695,0.036226336,0.242384614
CDH1,-0.152387554,-0.206627207,-0.927268641,0.205692971,0.324600494,0.279442847,-0.191971359,-0.656152129,-0.636698807
CDK1,-0.38116345,0.493016591,0.5652884,0.428941924,0.064989222,0.407032339,-0.378864197,0.578324955,-0.149356447
CDK10,0.468638226,-0.058796523,-0.418274187,0.313258618,-0.450784768,0.529568454,-0.340342101,-0.279029757,-0.213666285
CDK11A,-0.03680695,-0.068867536,0.419442923,0.53544102,0.144191496,0.826360247,0.258340602,-0.474639394,0.035137131
CDK12,0.110960118,-0.06917848,0.123519609,-0.12380871,0.045717734,0.216628145,-0.037055268,0.296430107,0.080860861
CDK13,-0.09863847,0.386875453,-1.214207514,-0.31759264,-0.46686238,0.073271833,-0.81597284,-1.372625133,-0.833403661
CDK14,0.14146706,-0.136576325,-0.003900117,-0.05393897,-0.231796887,-0.076034205,-0.022741628,-0.003772725,0.09398569
CDK15,0.196434809,-0.084693383,-0.247828736,0.180339114,0.146004142,0.097082816,-0.053281003,-0.295879575,-0.247127069
CDK16,-0.13937545,0.053326869,0.119920664,0.005274158,-0.249207489,0.053995103,-0.349846651,-0.391332969,-0.579612323
CDK17,0.144949983,-0.032448074,0.148727188,-0.138341301,0.043117634,-0.155387136,0.10203053,0.136410382,0.250352259
CDK18,0.073351514,0.039999575,-0.511259189,0.137474218,0.151641334,0.161656545,-0.191349681,-0.248387123,-0.478970342
CDK19,0.508421925,0.300775802,0.20116541,0.266791276,0.243636947,0.146758983,-0.208026224,-0.069715073,-0.126170912
CDK2,-1.200685683,-0.123977532,0.680258804,-0.43909606,-0.672223237,-0.499268916,-0.409898197,0.440191184,-0.032713309
CDK20,-0.208613792,-0.11178785,-0.544734877,0.428953815,0.185467874,0.458779949,-0.284641338,-0.451757854,-0.655352127
CDK2AP1,-0.071842483,0.022401816,0.064399752,0.070519655,-0.258134164,-0.076181597,-0.131306136,-0.019638156,-0.089956891
CDK3,0.087900316,-0.135261266,-1.068610936,0.230448088,0.144351842,0.568328995,-0.213366281,-0.864783745,-0.626106249
CDK4,0.185163544,-0.233892618,-1.141232313,0.336730269,-0.037305027,0.098871261,-0.423543408,-0.393040456,-0.337186412
CDK5,0.095621604,-0.214947641,-0.298351457,-0.00728829,0.253508826,-0.113570144,-0.29492056,0.24142286,-0.144848294
CDK5R1,-0.128918183,0.096543363,-0.040107461,-0.11555137,-0.145711988,-0.060803502,-0.085935686,-0.166628816,-0.007947652
CDK6,0.245389475,0.027235537,-0.440364013,0.246943644,-0.40251711,0.394889738,-0.651588123,0.527518244,-0.172555751
CDK7,0.262839121,0.063897192,0.760085074,-0.231499447,-0.455145887,-0.235722471,0.036092781,0.0794572,-0.212699719
CDK8,-0.648052753,0.467355551,1.098516685,-0.471831874,0.421671255,-0.092168395,-0.322183641,-0.202967622,-0.079226762
CDK9,-0.049966969,-0.306866059,-0.06904832,0.093389329,0.143001415,-0.02851357,-0.017308114,-0.377462948,-0.027387011
CDKL1,-0.096336352,0.050476853,0.620942134,-0.172461022,-0.082757739,-0.29490002,0.215675469,0.186411601,0.159658869
CDKL2,0.065600086,-0.093627867,0.115870619,-0.089229872,-0.247396717,-0.032566676,0.074008486,0.022244589,0.222312864
CDKL3,0.19986305,0.006531101,-0.044208604,0.04615715,-0.030160143,-0.126098204,0.254899885,0.284182939,0.115886266
CDKL4,0.088511764,-0.013753788,0.156603069,-0.07922849,-0.159380982,-0.032419817,0.062061431,0.194299735,0.548425324
CDKL5,0.014791841,-0.030652287,-0.229603988,-0.049159453,-0.168596957,-0.059521844,0.067006105,-0.186960259,-0.117649973
CDKN1A,-0.053171857,0.144810284,-0.09205002,0.230211639,0.313139371,0.177109817,-0.135898407,-0.809481285,-0.451099884
CDKN1B,-0.061177995,-0.102839276,0.017065776,0.310598793,0.5387663,0.203995331,0.246586723,-0.457650854,-0.227001255
CDKN2A,1.056904304,-0.161695349,0.29843873,0.089351369,-0.035930632,-0.124448559,0.073965575,0.114300081,0.152891609
CDKN2B,-0.048448608,-0.117140101,-0.360321585,0.418883173,0.607666054,0.264321525,-0.216409703,-0.375775197,-0.370851482
CDKN2C,-0.230247007,0.004887887,0.323619963,0.347782733,0.735505691,0.112422436,-0.349210065,-0.776865329,-0.555030676
CDKN2D,-0.07071436,-0.027226542,0.051085123,0.454287351,0.380155493,0.321615201,0.056115921,0.083267195,-0.07148223
CDYL,-1.598777836,0.330858146,0.115178422,-0.173885267,0.076879566,0.122375291,0.516302643,0.15595717,0.362984747
CDYL2,0.099094452,-0.095087593,-0.223357842,0.345782963,-0.107489892,0.245445442,-0.098692213,-0.056501829,-0.183848945
CEACAM1,-0.11164161,0.025208839,0.16858122,-0.079652394,0.002306378,0.02730724,-0.017093625,-0.239499428,0.133997217
CEBPA,-0.237386697,0.684348797,-0.598383236,-0.536195008,-0.295798181,-0.055205999,-0.409247134,-0.292490364,0.020639497
CEBPG,-0.516161847,0.197836483,-0.563000037,0.062309551,0.722194234,0.035194441,-0.039605793,0.330420826,0.741283425
CELA3B,-0.093501528,-0.044789727,-0.471332698,0.225647454,-0.017705999,0.116508733,-0.080561581,-0.271951692,-0.365575751
CENPA,-0.066185974,0.153115168,-0.10517845,0.458620009,1.251311408,1.072096716,-0.062592921,-0.877410465,-0.000827911
CENPB,0.054212526,-0.314865437,-0.685228604,0.077911179,-0.071502302,-0.03849859,-0.55085623,-0.320192383,-0.313490477
CENPC,-0.80303722,0.092617524,0.343264704,0.412000265,0.140020516,0.314683352,0.104583406,-0.071614186,0.124255252
CENPH,-0.334026813,0.181978207,-0.222406947,0.056216069,-0.195272874,0.074221903,-0.071996985,-0.083324284,-0.500842822
CENPI,-0.581765265,-0.057408975,0.182433274,-0.159972861,-0.018523063,0.42214019,-0.066592608,0.082201783,0.285379889
CENPL,-0.032722347,0.245785775,0.01828183,-0.567877317,-0.645790275,-0.43654531,-0.066806141,-0.072382541,0.561610355
CENPM,0.191045547,-0.016747278,-0.14145036,0.157061108,0.226953544,0.478861882,-0.380561337,0.397640351,-0.050931242
CENPN,-0.660661615,0.159419703,0.937848571,-0.130575429,-0.128970938,0.091093901,0.178068774,0.238742106,0.492245657
CENPO,-0.487861795,0.104633373,0.458600645,0.223306813,-0.509850273,0.154264924,-0.201326317,0.320259697,0.369668124
CENPW,0.031293788,0.246945001,0.532316857,0.061140438,0.246781068,0.176150216,0.050730541,0.312601425,0.694993794
CERK,0.070042181,-0.076527006,0.36579866,-0.092396989,-0.177260832,-0.133355804,0.124100769,0.312041851,0.422593777
CERKL,0.233830447,-0.065575455,-0.287758715,0.212793518,0.157220757,0.219855084,-0.039077597,-0.117126143,-0.085321062
CETN2,-0.357587139,0.16421009,0.09299582,0.062631681,-0.397217896,-0.066070122,0.14174422,0.050315145,0.113446148
CHAF1A,0.662551005,0.0372563,-0.282039213,0.021605672,-0.5668591,0.078115106,-0.06422131,-0.340541162,-0.5723901
CHAT,0.187082349,-0.131840153,-0.115442534,0.098191382,-0.152608678,0.1461929,0.138989893,0.173170249,-0.075633191
CHD1,0.165128151,0.122671631,0.807635635,0.049309719,0.31078965,0.237646271,0.221525975,-0.363495522,0.471908192
CHD2,-0.245464941,-0.116530468,-0.291784156,-0.066992867,0.158992425,0.103681464,-0.055323314,-0.205843888,-0.395399931
CHD3,0.828016836,-0.003443698,-0.179319863,-0.002166509,-0.09510017,-0.004318892,-0.048753057,-0.47056381,-0.407297529
CHD4,0.319349895,-0.049476243,-0.426556785,0.462070399,0.782959673,0.793386918,-0.135322539,-0.269553196,-0.093559734
CHD5,-0.010652817,0.003147747,0.002588499,-0.020761729,0.028862488,-0.131797267,0.047346651,-0.034368444,0.045623221
CHD6,0.065975827,-0.067470862,-0.095263084,0.017338981,0.007183415,-0.022584704,0.096598006,0.042612162,0.131833829
CHD7,0.0217618,-0.345302223,-0.015241327,0.000881581,0.081720883,-0.329091239,0.267903173,-0.172647993,-0.81006774
CHD8,2.240495781,-0.198793499,-0.097943141,0.006564976,0.259271549,-0.178744697,-0.943351653,-0.463594728,0.366938725
CHD9,0.005680565,0.11551424,0.367919992,-0.142470453,-0.270992191,-0.264396159,0.00016404,0.194234971,0.090337369
CHEK1,-0.977052074,0.095981958,-0.196700226,0.236150961,-0.241355781,0.184926344,-0.058743616,-0.386769115,-0.34464671
CHEK2,0.324238525,0.145538045,0.169365976,-0.053748805,0.287282502,-0.035663354,0.644221586,0.464675159,0.272373206
CHKA,-0.643154615,-0.441041473,0.353567659,-0.389617211,-0.30710898,0.059834048,-0.004328672,-0.036579498,-0.035355998
CHKB,0.099286408,0.171216723,0.015023429,0.169373783,0.065739677,0.281547973,0.040019385,-0.330394649,-0.442209074
CHMP2A,-0.229835728,0.126216661,-0.123366012,-0.044598173,1.171146886,0.107287328,0.019076694,-0.154087662,0.088401243
CHRAC1,0.475011667,0.104551893,0.243200467,0.09151297,0.293512893,0.199138463,0.120438506,-0.217471643,-0.009146158
CHRM1,0.079309975,0.279504798,-0.354234043,0.010958565,0.675301542,0.373085503,0.061445753,0.005293053,0.101875482
CHRM3,-0.379432964,-0.0412872,-0.114440488,-0.505107159,-0.760093449,-0.745454615,-0.32441249,-0.437170443,-0.604368143
CHRM4,-0.030160724,-0.113994292,-0.25086032,0.111420289,0.100408363,-0.083343669,-0.044685284,-0.277135787,0.02014046
CHRM5,-0.146593998,0.122436829,0.408550685,-0.151453225,-0.177176795,-0.082864723,-0.026714823,-0.050377447,0.222330855
CHRNA10,0.078482063,0.09617063,0.015473256,0.194894361,0.215025825,-0.031853204,-0.01433655,0.031380707,0.110198865
